Name,Locus_tag,Fru_1,Glu_1,Gly_1,Glucon_1,Mal_1,Pyr_1,M.G_1,LBexp_1,SMMPr_1,S0_1,G.S_1
gerT ,BSU19490,7.2018818182,7.7211363636,8.2335454546,9.6121272727,7.1813545455,10.1154181818,8.1376545455,7.1496454546,9.4886,7.2106545455,7.3058545455
yojB,BSU19510,7.7482,7.4359727273,8.8954454546,10.5901818182,8.2751454546,10.9302909091,7.9186181818,8.0367272727,10.0368454545,8.4997636364,7.9237636364
yojA,BSU19520,7.4091909091,7.2833909091,7.6936545455,7.1415636364,8.3304,7.1813545455,7.1496454546,7.5591727273,7.2137818182,8.3139454546,7.3993454546
yodA,BSU19530,8.4834272727,8.4309363636,7.8699090909,7.5178727273,8.2261090909,7.6868909091,8.0332636364,8.2573545455,7.9690454546,8.0059363636,8.5740727273
yodB,BSU19540,10.1427636364,10.2500454545,10.3856727273,10.1522181818,10.1079909091,9.6844454546,10.2851636364,10.2547727273,9.8418272727,9.6638636364,10.1049363636
yodC,BSU19550,11.4554636364,11.6164636364,12.0902181818,10.9857727273,11.8841636364,10.6736818182,11.5572181818,12.0666,11.3988272727,11.3110272727,11.2704363636
mhqD,BSU19560,9.5205727273,9.1838363636,9.6613545455,8.9630727273,8.9160909091,8.3551545455,8.9592909091,8.0647090909,8.5495363636,7.8797181818,9.2598545455
mhqE ,BSU19570,9.9688727273,10.0410545455,9.9893909091,9.7925545455,9.6094727273,9.6277818182,10.2049090909,8.6955636364,9.4974818182,8.3911545455,10.1141636364
yoyD,BSU19579,13.5031545455,13.5376909091,11.9829181818,12.9074909091,12.3866909091,12.4572818182,12.8268727273,8.6637727273,12.9218727273,11.4439363636,13.4684636364
yodF,BSU19580,13.2185363636,12.8665,13.0367090909,12.6216636364,12.8836272727,11.9463,12.4612,8.6968363636,12.2245,10.8620727273,13.1267090909
yodH,BSU19600,7.8178818182,8.4423545455,8.1292363636,10.3567,7.7344272727,10.1060818182,9.1603545455,8.2962636364,8.8023727273,8.1148545455,7.8416363636
yodI,BSU19610,8.0233272727,8.1995909091,9.1102181818,12.7043272727,8.3648818182,11.2717181818,8.3407272727,8.3455909091,9.8302909091,10.5240090909,8.0622
ldcB,BSU19620,11.0400818182,11.0604272727,10.6454454545,11.0033636364,10.9530909091,9.7550545455,11.5697090909,12.9786818182,10.7902727273,11.5234818182,11.2131
deoD,BSU19630,12.2422272727,11.5572181818,10.6736818182,11.1668181818,11.3725818182,10.5429181818,11.6030909091,13.2233090909,11.5581363636,12.0717636364,11.9463
yoyE,BSU19639,7.3993454546,8.2585636364,7.8667727273,8.6968363636,7.3082545455,9.2849818182,8.2915727273,7.3416545455,8.1703,7.5570545455,7.4244090909
yodL,BSU19640,9.7078727273,9.6121272727,9.3468090909,10.1203,9.5243727273,12.0354818182,8.8861363636,9.9276363636,10.4323909091,9.6818,9.7689454546
yodM,BSU19650,9.8049181818,9.3675181818,8.4997636364,8.5621636364,9.0716,8.6557636364,8.8154818182,10.0706181818,8.6045090909,9.4903545455,9.7788818182
yozD,BSU19660,8.0382272727,7.7130545455,8.0697909091,9.9688727273,7.8178818182,12.8638545455,7.5510090909,8.1933727273,10.0679818182,7.5979727273,7.9911272727
yoyF,BSU19669,7.27,7.6594545455,7.3082545455,8.6780818182,7.1587272727,11.7472181818,7.5451090909,7.1853181818,8.2664909091,7.2571454546,7.4548363636
yodN,BSU19670,8.2335454546,8.1610818182,7.9160909091,10.2799818182,7.9491363636,9.2742090909,8.0373181818,8.303,8.5923818182,7.8465818182,8.2585636364
yozE,BSU19680,10.4633909091,10.4829909091,10.3989181818,10.4728454545,10.0119636364,11.6210818182,10.6327090909,9.6950272727,10.5358818182,9.4704727273,10.5901818182
yokU,BSU19689,7.5211818182,7.3465090909,7.7550818182,8.8227090909,7.5605727273,11.5523909091,7.1965,7.4965090909,9.1331727273,7.6290727273,7.5913454546
kamA,BSU19690,7.4016454546,7.2833909091,7.4861363636,8.3820090909,7.4310636364,11.0015454545,7.1763181818,7.237,9.2188272727,7.5195545455,7.4359727273
yodP,BSU19700,7.2340181818,7.1512363636,7.2387454546,8.2090909091,7.2063818182,10.5230636364,7.0883545455,7.1160545455,9.0027363636,7.3971363636,7.2387454546
yodQ,BSU19710,7.2571454546,7.2045909091,7.3626909091,8.2217272727,7.3018909091,10.6702818182,7.199,7.2482090909,8.8069909091,7.4888090909,7.2913090909
yodR,BSU19720,7.3160363636,7.1778181818,7.3577272727,8.5991090909,7.4654818182,11.1237454545,7.2667454546,7.2340181818,9.1994545455,7.5313181818,7.3416545455
yodS,BSU19730,7.0853909091,7.1160545455,7.2154181818,8.3911545455,7.1447909091,11.0458818182,7.1470545455,7.1343181818,8.9892636364,7.2980090909,7.1343181818
yodT,BSU19740,7.0814181818,7.1813545455,7.2222,8.7528909091,7.27,11.2062636364,7.1512363636,7.1720454546,9.4446636364,7.2503909091,7.1778181818
yoyG,BSU19749,10.2328,10.9617363636,10.8511363636,12.4102,9.9774636364,12.4500272727,10.1454636364,8.9814909091,10.9566363636,9.8984272727,10.1293
cgeE,BSU19750,10.6243545455,11.2426090909,10.8825818182,11.0415818182,10.2264272727,10.8500636364,10.3692363636,9.0453909091,10.3804636364,10.8044,10.5794454545
cgeD,BSU19760,9.2035636364,9.3489727273,9.7626090909,10.3546181818,9.1120909091,10.3648090909,9.0997272727,8.1824727273,9.0108272727,9.1883454546,9.0941272727
cgeC,BSU19770,7.2027181818,7.1683545455,8.0321181818,12.1036090909,7.9087363636,10.5634181818,7.4267090909,7.199,9.3745818182,8.0074,7.0408909091
cgeA,BSU19780,7.3100363636,7.4538,10.0007,14.2874181818,9.8475818182,12.4524545455,8.8125636364,7.5674818182,11.2748,12.2265909091,7.4041272727
cgeB,BSU19790,7.4654818182,7.5420363636,9.4606363636,13.5031545455,8.8195454546,11.9017363636,7.9320727273,7.5070181818,10.2823363636,11.0952272727,7.6021545455
phy,BSU19800,7.6327363636,7.7324181818,7.6242727273,7.6594545455,8.1239909091,7.8406,7.6428181818,7.9124363636,7.8814636364,8.2879363636,7.7021454546
yodU,BSU19810,7.4663818182,7.6903818182,7.8920545455,11.1337909091,8.2962636364,9.3626,7.4244090909,7.3804363636,8.8798636364,7.6631181818,7.4861363636
yoyK/1,BSU21598,9.5381909091,8.7169363636,8.9921636364,9.3053818182,9.5739363636,8.9403454546,9.4606363636,7.7674272727,7.8268363636,8.6430363636,8.3195090909
ypqP,BSU21670,10.1371636364,10.6817818182,10.4937272727,12.0388727273,10.7324,10.8733363636,11.1435272727,10.3339272727,10.7164545455,10.0103727273,9.9839636364
msrB,BSU21680,11.4618727273,11.6125272727,11.8979818182,11.6210818182,11.8233,12.0100272727,11.8100909091,11.5697090909,11.6766,11.7454545455,11.6062090909
msrA,BSU21690,11.6918909091,11.9481181818,12.1968909091,12.0885363636,11.9463,12.3848090909,12.3825090909,11.9962818182,11.9208545455,12.0084909091,12.1057363636
ypoP,BSU21700,12.8377272727,12.8150727273,13.6041636364,13.1152636364,12.8416636364,13.3136454545,12.6698818182,12.3300909091,12.6350454545,13.7079909091,12.9947
ypnP,BSU21710,9.2885090909,8.7821727273,8.5249363636,8.1376545455,8.6045090909,8.1019454546,8.2988181818,9.5626727273,8.3733272727,8.6199,9.0896727273
ypmT,BSU21720,12.7288454545,12.4524545455,12.2884454545,12.7067090909,12.5625727273,12.5859454545,12.2521090909,12.0315363636,12.2493272727,11.7865727273,12.6597363636
ypmS,BSU21730,12.4721363636,12.1225454545,11.7074818182,12.2201454545,12.1278727273,12.1203363636,11.7169181818,11.6271454545,11.9271,11.3158272727,12.3529727273
ypmR,BSU21740,12.7905727273,12.5407272727,12.1785,12.8638545455,12.6169545455,12.6100272727,12.4500272727,11.9313090909,12.5093909091,11.7323636364,12.8883090909
ypmQ,BSU21750,11.3901727273,11.6766,11.6941090909,12.0252,11.7561181818,12.2034909091,11.3640818182,9.9724909091,11.7925636364,11.0752636364,11.5550181818
ypmP,BSU21760,12.8999545455,12.784,12.7347636364,12.6264727273,12.7971909091,13.3278454545,12.7491818182,10.4387090909,12.9087636364,11.4718272727,13.0210909091
ilvA,BSU21770,13.6757909091,13.4373272727,13.0782636364,13.2976727273,13.2474181818,13.6313090909,13.4191,9.6688909091,13.1152636364,12.0448,13.4878727273
yplP,BSU21780,10.6804,10.9835454545,12.0638363636,11.5668454545,12.1893181818,10.8319454545,11.1954545455,10.2862818182,10.1887,12.9151727273,11.3257545455
yplQ,BSU21790,10.0769090909,9.6141909091,9.6772727273,9.5750181818,9.8093272727,9.2173181818,9.5522,9.4543181818,9.1224363636,10.9350454545,9.8900454546
ypkP,BSU21800,11.4234545455,11.0054818182,10.8484,10.7739090909,10.8382272727,10.4619454545,10.8940363636,11.3917636364,10.6995,11.1787090909,11.0444
dfrA,BSU21810,12.0158454545,11.4390454545,11.2621090909,11.4078727273,11.5533818182,11.1147090909,11.4266727273,11.9119545455,11.2704363636,11.2717181818,11.6686727273
thyB,BSU21820,11.2704363636,11.0863272727,10.2561090909,11.0458818182,10.6690909091,10.4254272727,10.8180727273,11.4784909091,10.8698,10.3154545455,11.3175636364
ypjQ,BSU21830,13.2916363636,13.0745363636,12.5536363636,13.1089727273,12.7144636364,13.4342090909,12.9394363636,12.5155090909,12.9199818182,12.2884454545,13.0984454545
ypjP,BSU21840,13.7048545455,13.5879272727,13.0851090909,13.4684636364,12.8362090909,13.4962090909,13.3160636364,12.9320090909,13.6967909091,12.9932272727,13.7328909091
ypiP,BSU21850,10.0398818182,9.7052636364,9.4174818182,8.9460181818,9.6357818182,8.7802363636,9.0716,10.4728454545,9.5705090909,9.4427909091,10.0719909091
brxA,BSU21860,12.4341272727,12.2756545455,11.7828454545,12.3077727273,12.0364363636,12.2493272727,12.1421818182,12.5324727273,12.4524545455,11.6686727273,12.5463
ilvD,BSU21870,14.1467636364,13.8023090909,13.7204636364,13.9126181818,13.6240181818,13.5817818182,13.6781727273,8.9245181818,13.3743363636,12.4957818182,14.1467636364
ypgR,BSU21880,12.0987818182,12.0158454545,11.9645272727,11.9413636364,12.0228363636,11.7709272727,12.2336727273,11.7561181818,12.1404272727,11.7014,12.1074181818
ypgQ,BSU21890,11.0886,11.0278363636,10.5044363636,11.1573909091,11.0584545455,11.1019181818,11.0343,10.2823363636,11.6210818182,10.9725272727,11.1337909091
bsaA,BSU21900,11.0604272727,11.0490181818,10.2283090909,11.1327181818,10.5538818182,11.0654181818,11.1815181818,10.3256727273,11.5468272727,10.8858454545,11.1115454545
metA,BSU21910,12.2944090909,12.4324454545,10.7527181818,12.2034909091,11.1219363636,11.8416636364,12.1009272727,11.9293,12.1999181818,10.4633909091,12.3793
degR,BSU21940,10.8544454545,11.1774727273,11.7116090909,11.2925545455,10.8221545455,10.9742636364,11.2426090909,10.0244090909,10.9145363636,10.7669545455,10.5997090909
ypzA,BSU21950,8.9100181818,9.5273545455,9.4204545455,10.3692363636,9.4727454546,12.6816636364,9.4149545455,9.5819545455,10.4997727273,10.4569727273,9.1632454546
ypeQ,BSU21960,9.4495636364,9.8040090909,9.5223181818,9.9626454546,9.3525181818,11.3621818182,9.9798818182,9.6299454546,9.9956636364,9.4307909091,9.5357818182
ypeP,BSU21970,9.7385363636,9.8437272727,9.9912090909,10.1119545455,9.5684,11.8222545455,10.0665727273,9.9626454546,10.7182909091,10.2561090909,9.7940545455
ypdP,BSU21980,10.9665909091,10.8319454545,10.0698727273,10.5825545455,10.0159363636,10.4235818182,10.4434363636,10.4267727273,10.3169181818,10.4595090909,10.9096636364
ypdQ,BSU21990,11.0699454545,11.2142,10.1812818182,10.7696545455,10.6509,10.7982090909,10.7383545455,10.5166,10.7255636364,10.9145363636,11.0559181818
sspL,BSU22000,11.3320909091,11.4578636364,10.6867181818,11.4489181818,10.9365909091,11.7795090909,11.5360909091,10.8166545455,10.9493181818,11.1065363636,11.4103909091
ypcP,BSU22010,11.7971363636,11.4565090909,10.8960090909,11.2766818182,10.7447363636,11.3837363636,11.0054818182,11.2380272727,10.9315818182,11.4266727273,11.6794909091
ypzF,BSU22019,12.4711090909,12.6660181818,12.6303181818,12.8347181818,11.6481909091,13.4021454545,12.1104727273,12.0902181818,13.0015454545,12.6618363636,12.7189
ypbS,BSU22020,12.7067090909,13.2712818182,12.7189,13.0687090909,11.7677,12.7592545455,12.4902909091,12.3102,12.9320090909,12.8999545455,13.0402272727
dynA,BSU22030,10.5634181818,10.6353454545,10.7383545455,10.5682363636,10.1575363636,9.8627636364,9.7861,10.595,10.0398818182,10.0769090909,10.7139272727
bpsB,BSU22040,7.8393727273,7.3784090909,6.9884,7.0853909091,7.3507090909,7.9232,7.1022909091,7.2503909091,7.5399,7.4907727273,7.6761818182
bpsA,BSU22050,8.1703,7.9160909091,7.4041272727,7.6688909091,7.6688909091,8.7839818182,7.5523818182,7.9780272727,7.9611818182,7.8023909091,8.1792727273
pbuX,BSU22060,13.5360636364,13.0687090909,12.7971909091,12.8096909091,12.5407272727,11.5916,12.5261636364,11.3699454545,12.8563545455,12.5482818182,13.2213272727
xpt,BSU22070,13.4191,13.3443909091,12.0871181818,12.9466909091,12.4552090909,11.6721636364,12.6835181818,11.4044909091,12.9692818182,11.9962818182,13.2528272727
ypwA,BSU22080,12.0702636364,11.6290545455,12.1421818182,11.5360909091,11.9612363636,11.3431272727,11.8680636364,12.2967909091,12.1057363636,12.0304181818,11.9346272727
kdgT,BSU22090,9.3874454546,8.8907636364,9.7262272727,9.0896727273,10.4338272727,8.3066,7.7494727273,9.7626090909,8.5852818182,11.0213272727,9.3011272727
kdgA,BSU22100,9.1900090909,8.9258181818,9.7440363636,9.1200818182,10.4906545455,8.1969181818,7.955,9.5394454546,8.4011454546,10.7587636364,9.0788545455
kdgK,BSU22110,10.0210090909,9.9478,10.5095454545,10.0803454545,10.8698,9.1224363636,9.9242090909,9.9228636364,9.5658727273,11.0490181818,9.9374
kdgR,BSU22120,10.2764909091,10.5512636364,10.6037909091,10.5668909091,11.0472909091,9.6373636364,10.3349272727,10.1760818182,10.2500454545,11.2836363636,10.3962
kduI,BSU22130,11.0118090909,11.1711454545,11.5022636364,10.9799,11.6353090909,10.7490636364,10.9107818182,10.2674636364,11.2316818182,11.4477,10.7963181818
kduD,BSU22140,10.9824363636,11.1065363636,11.6227272727,11.1904090909,11.5396727273,10.7045454545,11.0415818182,10.0443727273,10.9996636364,11.4784909091,10.7061818182
ypvA,BSU22150,10.9315818182,10.6442272727,10.3463272727,10.5751636364,10.3546181818,11.0177909091,10.3835909091,11.5022636364,10.8931181818,10.7936727273,10.8077181818
yptA,BSU22160,10.0521636364,9.9322454546,9.4749181818,10.3154545455,9.6985090909,11.9331727273,9.7428181818,10.7545818182,10.1958545455,9.5273545455,9.8654545455
ypzG,BSU22169,8.4101363636,8.6534818182,8.6511454546,9.4246454546,8.1727727273,10.9566363636,10.0719909091,7.8191727273,9.1386454546,8.3047,8.3180545455
ypsC,BSU22170,11.5820363636,11.8554636364,10.8984636364,11.9502090909,11.1435272727,11.3475454545,11.6737,12.5167181818,11.5112363636,11.1537818182,11.6503454545
ypsA,BSU22190,11.5296727273,11.7709272727,9.8093272727,11.1199727273,10.2704818182,10.2446454545,11.2440636364,12.3052727273,11.3711181818,10.7774090909,11.7624
cotD,BSU22200,13.1988181818,13.0314727273,12.2408727273,14.2611636364,11.8680636364,13.4216272727,12.5363181818,13.7579090909,12.8472818182,12.3325090909,13.1628090909
yprB,BSU22210,10.5095454545,10.3692363636,11.3763181818,9.994,10.5651818182,9.2885090909,10.2244909091,11.1123363636,10.1360272727,11.0546545455,10.4976454545
yprA,BSU22220,10.2363636364,10.2851636364,9.7974818182,9.5833181818,10.1502090909,8.4965,10.1649090909,10.9204454545,9.7712272727,10.3141,10.2446454545
ypqE,BSU22230,12.2386818182,11.9502090909,11.0886,11.9922,11.9988909091,11.8554636364,12.0113545455,12.2034909091,12.5131909091,11.3816,12.4742272727
ypqA,BSU22240,7.0615181818,8.0382272727,7.6468090909,9.1883454546,7.0999272727,9.0716,9.0231818182,7.2082636364,8.2751454546,7.0142545455,7.1470545455
yppG,BSU22250,8.0059363636,7.9411909091,7.6651636364,9.2228090909,7.5481272727,9.5015636364,8.1915272727,7.7917090909,8.6984090909,7.5367090909,8.0367272727
yppF,BSU22260,10.7645363636,11.2274909091,11.1006,10.7182909091,11.7424545455,10.5794454545,11.4961,12.0388727273,11.1006,11.7645636364,10.7271909091
yppE,BSU22270,10.3673909091,10.1563727273,9.3880454546,10.3480636364,9.8720454546,11.1866818182,10.3010363636,10.5215818182,10.2799818182,9.7374090909,10.3673909091
yppD,BSU22280,8.3256909091,8.3005363636,7.955,9.0428636364,8.0803909091,10.7717,8.5127636364,7.8620545455,8.7509909091,8.155,8.1779272727
sspM,BSU22290,7.3720636364,7.5275272727,7.6193636364,8.3139454546,7.2045909091,10.0868181818,7.5399,7.5819363636,9.0608181818,7.3058545455,7.2980090909
yppC,BSU22300,8.3326181818,8.3432727273,7.8229090909,8.3370545455,7.5535090909,8.8178181818,9.6373636364,7.5195545455,7.5745454546,7.4375272727,7.7353
recU,BSU22310,12.2100727273,12.0388727273,11.8515818182,12.0871181818,11.7014,11.6766,12.1036090909,12.5297909091,12.0772363636,11.0835,12.5224636364
ponA,BSU22320,13.0066454545,12.7713727273,13.4081818182,12.8603636364,13.1601636364,12.5131909091,13.2749272727,13.5360636364,13.0616545455,12.8665,13.2499818182
ypoC,BSU22330,11.6185181818,11.3074454545,11.3797909091,11.0982545455,11.1904090909,10.5198545455,10.9725272727,11.7308181818,10.9887909091,11.5782545455,11.4565090909
nth,BSU22340,11.9430636364,11.5750272727,11.7454545455,11.5349454545,11.6030909091,10.9436818182,11.6518727273,12.1379636364,11.3091727273,11.9759818182,11.8151090909
