Name,Locus_tag,Fru_1,Glu_1,Gly_1,Glucon_1,Mal_1,Pyr_1,M.G_1,LBexp_1,SMMPr_1,S0_1,G.S_1
mcsA,BSU00840,12.2265909091,12.1104727273,13.5817818182,12.3349636364,12.8584363636,12.3261181818,12.7260272727,13.6650545455,12.5664363636,12.7669363636,12.1734272727
mcsB,BSU00850,12.3077727273,12.2695181818,12.9336,12.3579090909,12.7556363636,12.4612,12.7314181818,13.7507,12.6835181818,12.6189272727,12.3300909091
clpC,BSU00860,12.3685,12.3485727273,12.9961272727,12.5791454545,13.0089909091,13.0475909091,12.8307,13.7295909091,13.1628090909,12.8726818182,12.4076
radA,BSU00870,11.6599181818,11.3797909091,11.8021818182,11.4427363636,11.6271454545,11.4961,11.7821090909,12.2386818182,12.1646272727,11.6125272727,11.8528909091
disA,BSU00880,12.0186545455,11.8714727273,12.0010181818,11.9829181818,12.0140636364,11.7724,12.2161090909,12.6169545455,12.5636363636,11.7361090909,12.2118
ispF,BSU00910,11.4766636364,11.5380727273,10.9987727273,11.4687909091,11.2728727273,11.2099909091,11.3940181818,12.4027272727,11.1065363636,11.1123363636,11.5963909091
gltX,BSU00920,13.7689272727,13.4410181818,13.0745363636,13.3659545455,13.2679545455,13.0120636364,13.2712818182,14.0785,13.2916363636,12.9275272727,13.6476454545
cysE,BSU00930,11.4921181818,11.3656090909,11.8753454545,11.2484181818,11.8862909091,10.6341181818,11.2990636364,12.0717636364,11.1052181818,11.6599181818,11.5894818182
yacP,BSU00970,12.1999181818,12.5093909091,12.7864545455,12.4657,12.2884454545,11.8372454545,12.3037818182,12.5583,11.9401727273,13.1902727273,12.5625727273
sigH,BSU00980,13.6358909091,14.4502727273,13.7145818182,14.7182363636,13.8023090909,15.0261181818,14.0001454545,13.8320363636,14.6578272727,14.3869818182,13.8442272727
secE,BSU01000,13.0905181818,13.3193545455,12.3433272727,13.3634727273,12.7082727273,13.6212090909,12.5636363636,13.1152636364,13.3193545455,13.1988181818,12.8040272727
nusG,BSU01010,13.4342090909,13.5360636364,12.2814090909,13.2155727273,12.3979363636,12.9528,12.6964363636,14.2380272727,13.0718818182,12.4341272727,13.7407454545
rplA,BSU01030,16.4393090909,16.1472545455,15.5435090909,16.3387272727,16.0014090909,16.1031363636,16.2719545455,16.3940090909,16.0317181818,15.9919818182,16.3177272727
rplJ,BSU01040,16.4691363636,16.3387272727,16.3573454545,16.3573454545,16.2988909091,15.9489545455,16.3387272727,16.4565090909,16.4203818182,16.4691363636,16.4691363636
rplL,BSU01050,16.3107,16.4393090909,16.3387272727,16.3177272727,16.1472545455,16.067,16.3305,16.3305,16.3305,16.4059272727,16.3940090909
ybxB,BSU01060,13.0817454545,13.1499181818,12.9297909091,12.9045545455,12.5276909091,12.0502272727,12.7573636364,13.86,12.8347181818,13.2213272727,13.2642454545
rpoC,BSU01080,15.1572,15.1016,15.2609,15.2205363636,15.1282636364,14.7685545455,15.1495818182,15.2111,15.1624272727,15.4095454545,15.1624272727
ybaC,BSU01140,10.1166181818,10.0425636364,9.7998727273,9.5819545455,9.5900272727,8.7540090909,10.1522181818,10.8484,9.3332272727,10.3269090909,10.1410545455
rpsJ,BSU01150,16.3895727273,16.3107,16.0942727273,16.2988909091,16.1031363636,16.0014090909,16.3107,16.3177272727,16.3107,15.9812181818,16.3722090909
rplC,BSU01160,16.0139,15.8756545455,15.8543,15.8543,15.6829363636,15.4919090909,16.044,16.0014090909,15.6322272727,15.8543,16.2414909091
rplD,BSU01170,16.3305,16.4059272727,16.4203818182,16.3940090909,16.4203818182,16.1380363636,16.4393090909,16.3107,16.3940090909,16.3895727273,16.4393090909
rplW,BSU01180,16.2788181818,16.2204818182,16.4393090909,16.4059272727,16.4059272727,16.2075181818,16.1472545455,16.2075181818,16.3573454545,16.2988909091,16.2788181818
rplB,BSU01190,16.4565090909,16.4565090909,16.4691363636,16.4393090909,16.4565090909,16.2204818182,16.4565090909,16.4203818182,16.4565090909,16.4565090909,16.4565090909
rpsS,BSU01200,16.2988909091,16.0942727273,16.4565090909,16.4203818182,16.3895727273,16.2873909091,16.3573454545,16.2414909091,16.3722090909,16.2075181818,16.3895727273
rplV,BSU01210,16.1623090909,16.1913090909,16.0317181818,16.1913090909,16.1913090909,15.9112454545,16.1732090909,16.0222181818,16.1031363636,16.067,16.2341181818
rpsC,BSU01220,16.3177272727,16.044,16.1732090909,16.1732090909,15.9853909091,15.3332363636,16.2597909091,16.2988909091,15.9326363636,16.1859818182,16.2597909091
rplP,BSU01230,16.1380363636,15.7716272727,16.2204818182,16.0014090909,15.9489545455,15.6446636364,16.067,16.044,15.8543,16.044,16.1732090909
rpmC,BSU01240,16.2414909091,16.2597909091,16.3305,16.1380363636,16.1732090909,15.7941,16.1623090909,16.2597909091,16.0562363636,16.2873909091,16.2988909091
rpsQ,BSU01250,16.0562363636,16.2011,16.3940090909,16.2075181818,16.2414909091,15.9013636364,16.1380363636,16.1267909091,16.2788181818,15.8949454545,15.9489545455
rplN,BSU01260,16.1472545455,15.9013636364,16.3895727273,16.2011,16.2075181818,15.8090181818,16.2645272727,16.0562363636,15.9812181818,16.0824,16.1197545455
rplX,BSU01270,15.7941,16.1732090909,16.2047,16.0942727273,16.044,15.6994909091,16.2525545455,15.9112454545,16.1197545455,16.0139,16.2047
rplE,BSU01280,16.0222181818,15.9326363636,16.1197545455,15.7553454545,15.8949454545,15.1120909091,15.8756545455,15.9589545455,15.6026727273,15.9386909091,16.0562363636
rpsN,BSU01290,16.2341181818,16.1380363636,16.1380363636,16.1197545455,15.9013636364,15.3122181818,16.2414909091,16.0942727273,15.7808363636,16.2047,16.1623090909
rpsH,BSU01300,16.2204818182,16.3305,16.3107,16.2204818182,16.3722090909,15.5435090909,16.2075181818,16.1031363636,16.1732090909,16.2341181818,16.2075181818
rplF,BSU01310,16.1031363636,15.7553454545,16.2341181818,15.9220909091,16.0139,15.0476454545,15.9386909091,15.9489545455,15.7204545455,16.0562363636,16.2011
rplR,BSU01320,15.9220909091,15.7941,16.2414909091,15.9013636364,15.9112454545,15.1624272727,15.9812181818,15.9812181818,15.7941,16.1197545455,16.2204818182
rpsE,BSU01330,16.2597909091,16.1197545455,16.2075181818,16.0562363636,16.2788181818,15.2431909091,16.3177272727,16.1380363636,15.7553454545,16.2597909091,16.2525545455
rpmD,BSU01340,16.4059272727,16.4203818182,16.2988909091,16.2341181818,16.2525545455,15.4095454545,16.2873909091,16.3895727273,16.2011,16.4393090909,16.4059272727
rplO,BSU01350,16.1197545455,15.6623909091,16.0139,15.7808363636,15.9812181818,14.8810181818,15.9489545455,16.2204818182,15.5098090909,16.1031363636,15.9326363636
secY,BSU01360,16.0824,15.8949454545,15.9013636364,15.4686090909,15.6994909091,14.7907818182,15.4686090909,15.8638909091,15.4768,15.8090181818,16.0014090909
adk,BSU01370,16.067,15.9489545455,15.9812181818,15.9919818182,16.0222181818,15.4686090909,15.9853909091,16.1623090909,15.8638909091,16.1472545455,15.9812181818
map,BSU01380,15.7367454545,15.7367454545,15.7553454545,15.6446636364,15.4002181818,15.0061545455,15.7553454545,15.7367454545,15.5611454545,15.7941,15.8756545455
ybzG,BSU01389,16.1913090909,16.2719545455,16.3722090909,16.3107,16.3573454545,15.9853909091,16.3940090909,16.2341181818,16.044,16.2645272727,16.2645272727
infA,BSU01390,15.7716272727,16.2075181818,16.2645272727,16.2597909091,16.1267909091,15.6200272727,16.4059272727,16.2047,15.9919818182,16.2719545455,16.2873909091
rpmJ,BSU01400,16.2011,16.2414909091,16.1623090909,16.2873909091,16.2341181818,15.9326363636,16.3722090909,16.2011,15.8949454545,16.2414909091,16.0139
rpsM,BSU01410,16.2047,16.1859818182,16.2597909091,16.2788181818,16.3107,15.9386909091,16.3895727273,16.2645272727,16.2341181818,16.2525545455,16.1472545455
rpsK,BSU01420,16.1859818182,16.0139,16.044,15.7367454545,16.2011,14.9500090909,15.9220909091,16.2788181818,15.7716272727,16.1380363636,16.1031363636
rplQ,BSU01440,16.4203818182,16.0562363636,16.1859818182,16.1623090909,16.1859818182,15.6322272727,16.2341181818,16.2873909091,16.1859818182,16.3573454545,16.3573454545
ybxA,BSU01450,12.4524545455,12.404,12.7476636364,12.1999181818,12.4479,11.5311909091,12.0871181818,13.3038818182,11.3295272727,13.1837727273,12.4612
ybaE,BSU01460,12.2118,12.1404272727,12.3325090909,11.9041636364,12.2308363636,10.9956727273,11.9017363636,12.7950090909,11.4687909091,13.2824818182,12.1999181818
ybaF,BSU01470,12.2161090909,12.1596,11.9017363636,11.8587454545,11.9557818182,10.9444818182,11.8049272727,12.5261636364,11.2894818182,13.1249909091,12.1447090909
truA,BSU01480,12.8184727273,12.7392090909,12.3756181818,12.2450818182,12.5815727273,11.8173636364,12.6479181818,14.1580909091,12.1866818182,13.7535,12.6781272727
rpsI,BSU01500,15.4768,15.2111,14.4857454545,15.2111,14.7401181818,14.5897181818,15.0916545455,15.5435090909,14.8565727273,15.1884272727,15.2906818182
ybaJ,BSU01510,11.6955363636,12.0626181818,11.9581454545,12.1489545455,11.6973363636,12.5167181818,11.8918454545,12.2357272727,13.2313,12.6660181818,11.7169181818
ybaK,BSU01520,7.8555818182,8.3455909091,7.4375272727,8.7821727273,8.3541363636,9.7909,9.0027363636,8.4607,9.4870636364,8.2511636364,7.8525545455
cwlD,BSU01530,7.7130545455,7.7674272727,7.4185818182,8.8974,8.1670818182,11.3110272727,8.2879363636,8.3820090909,9.0817272727,8.0249454546,7.7976090909
salA,BSU01540,13.5435181818,12.9446181818,13.9400909091,13.3193545455,13.7251090909,13.1866636364,12.7971909091,14.4905454545,13.1601636364,13.7774090909,13.3038818182
gerD,BSU01550,7.7550818182,8.5170181818,8.3455909091,9.5045181818,7.3641909091,10.8681818182,9.4870636364,8.0059363636,9.1239909091,7.6778454546,7.5803454546
kbaA,BSU01560,11.1065363636,10.8535181818,10.6392090909,11.5450727273,11.1052181818,11.1337909091,10.3747909091,10.7732090909,11.1370545455,11.2660272727,10.9704272727
pdaB,BSU01570,7.8254,8.2408272727,8.4607,9.4260818182,7.4220636364,12.1471090909,9.5015636364,7.3765181818,8.213,7.2280818182,7.2648090909
ybaR,BSU01580,11.1932727273,10.8500636364,10.0398818182,10.2922818182,10.2139727273,9.5658727273,9.8517818182,11.4456454545,10.0190727273,10.2264272727,11.0711272727
ybbA,BSU01600,10.4167363636,9.3214454546,9.2315454546,9.5522,8.9146363636,9.5170636364,9.2652454546,11.2142,8.3695,8.3551545455,10.4461909091
feuC,BSU01610,10.8484,9.5170636364,9.3968818182,9.8888909091,9.1900090909,9.6054272727,9.1102181818,11.5644636364,8.4684363636,8.4834272727,10.7902727273
feuB,BSU01620,11.1668181818,9.6598363636,10.1283909091,10.2883454545,9.5919363636,10.1592545455,9.5976545455,11.9363272727,8.5811909091,8.6224909091,11.1270545455
feuA,BSU01630,12.7476636364,11.4319727273,12.0502272727,12.3129909091,11.5360909091,12.4984,11.6794909091,13.6170181818,10.3934090909,9.6152181818,12.9394363636
btr,BSU01640,9.6922818182,10.1098818182,10.3929363636,10.0210090909,10.0256090909,9.0428636364,10.5156,11.1107272727,9.3745818182,8.9881909091,9.7816
ybbC,BSU01650,9.0259181818,8.4997636364,9.3582,9.4809636364,8.5685545455,10.4595090909,8.1130818182,8.2464181818,8.8597272727,7.9087363636,8.9892636364
nagZ,BSU01660,8.9814909091,8.554,9.3994090909,9.4543181818,8.5724181818,10.1928818182,7.9675363636,8.3407272727,8.7359818182,8.0447181818,9.1433909091
amiE,BSU01670,9.3352454546,8.8195454546,9.7052636364,9.6688909091,8.9613272727,10.3436181818,8.1482181818,8.7287181818,8.9689272727,8.3952272727,9.4034636364
murP,BSU01680,9.4784454546,9.0453909091,9.6818,9.7138272727,8.6933818182,10.3047090909,8.7373727273,8.8907636364,9.0126818182,8.4607,9.3844
murR,BSU01690,10.0787,9.8810181818,10.1745454545,10.3319454545,9.9120090909,10.6673636364,10.1812818182,10.1394181818,9.7533454546,9.5394454546,10.0907909091
murQ,BSU01700,10.3692363636,10.2959363636,10.1830727273,10.6210727273,10.2674636364,10.5240090909,10.7509363636,10.4937272727,10.0302818182,10.1760818182,10.4292818182
ybbJ,BSU01710,9.8398,9.7609545455,9.9956636364,9.7249909091,9.8881272727,8.9613272727,10.6178,9.2712090909,8.7227454546,9.1224363636,9.722
ybbK,BSU01720,9.9859909091,10.1887,10.5442909091,10.1308181818,10.2910181818,9.722,10.9512181818,9.5919363636,9.5608545455,9.9033,10.1657818182
sigW,BSU01730,13.4314636364,14.5981636364,14.4186909091,13.9617272727,14.7122,14.5342818182,14.9625181818,14.0725545455,15.1016,15.1983727273,13.5257636364
rsiW,BSU01740,13.3743363636,14.3441818182,14.2546363636,14.0272636364,14.5306727273,14.4186909091,14.9582454545,14.0001454545,14.9821,15.2205363636,13.4021454545
cdaA,BSU01750,12.5536363636,12.5874909091,11.9962818182,12.5167181818,11.9801636364,12.0963454545,12.3866909091,13.0593727273,12.3261181818,12.0666,12.6902090909
cdaR,BSU01760,12.5755727273,12.6890272727,12.2386818182,12.7669363636,12.5996636364,12.3776363636,12.8115,13.4054363636,12.5029727273,11.9581454545,12.7288454545
glmS,BSU01780,14.3052272727,13.9617272727,14.6025090909,14.1067363636,13.9428545455,14.2161272727,13.9954090909,14.8332090909,13.7507,13.6934818182,14.2101272727
alkA,BSU01800,9.8282545455,9.7816,9.3639454546,9.5381909091,9.2160636364,10.2986818182,9.7673272727,10.0368454545,9.4749181818,9.9581181818,9.8334909091
adaA,BSU01810,8.2173454546,8.2556181818,7.9491363636,7.7810454546,8.0647090909,8.0269727273,8.3005363636,8.8652545455,7.6792818182,8.2366727273,8.2906181818
adaB,BSU01820,8.4887636364,8.2335454546,8.0876181818,7.8525545455,8.1482181818,7.8976181818,8.1878545455,8.8090636364,7.7113454546,8.2634636364,8.4254
ndhF,BSU01830,12.3433272727,8.4639181818,8.7624727273,7.9768636364,7.7265909091,9.7771727273,7.9491363636,8.1813272727,7.2503909091,8.0647090909,12.3349636364
ybcC,BSU01845,11.3122363636,8.5704818182,8.5273,8.3121181818,7.8555818182,10.2851636364,7.5211818182,8.6045090909,7.4325454546,7.9969090909,11.2459090909
ybcF,BSU01860,11.4595181818,9.4704727273,9.2419363636,9.9774636364,8.3195090909,11.7372363636,9.3307181818,9.1946363636,8.0778818182,8.5833090909,11.6255636364
ybcH,BSU01870,11.5697090909,9.4120727273,8.9352,9.6418181818,8.5451909091,11.8126909091,9.4339727273,9.3949090909,8.0897181818,8.6862363636,11.3229636364
ybcI,BSU01880,10.9417272727,9.2035636364,9.0408454546,9.4495636364,8.4934818182,11.145,8.8405818182,9.3745818182,8.1160545455,8.5811909091,10.9582727273
ybzH,BSU01889,11.4171,11.8515818182,10.5901818182,11.7424545455,10.5725454545,11.8764818182,11.3497181818,11.8952636364,11.7582090909,11.2357818182,11.8117636364
ybcL,BSU01890,8.7045727273,8.1969181818,8.3928818182,8.0037454546,8.3911545455,7.6936545455,8.427,8.6511454546,8.2425727273,8.3745181818,8.7343818182
ybcM,BSU01900,7.2946363636,7.3590272727,7.1264181818,7.2082636364,7.4375272727,7.2063818182,8.0876181818,7.6732727273,7.1370545455,7.0933090909,7.1587272727
skfA,BSU01910,10.0491272727,13.3841545455,13.7251090909,14.5897181818,13.8685,16.3305,14.2025636364,10.4420545455,15.9489545455,12.3261181818,10.2651
skfB,BSU01920,8.6430363636,11.1395727273,10.2292818182,12.2386818182,11.9885,15.0368090909,11.8822363636,9.0476636364,14.3001636364,10.5465909091,8.6819909091
skfC,BSU01935,8.8422181818,11.3033818182,10.3758545455,12.3979363636,12.1796545455,14.9249909091,11.9251545455,9.2557727273,14.2478545455,10.6867181818,8.8422181818
skfE,BSU01950,9.722,11.2357818182,10.4702,12.1968909091,11.8455727273,14.6660454545,11.6210818182,9.3712181818,13.8423090909,10.8544454545,9.7154454546
skfF,BSU01960,9.4260818182,10.8340272727,9.7959,11.7058181818,11.2971818182,14.2204454545,11.2164818182,9.2349818182,13.3722363636,10.2582545455,9.4993909091
skfG,BSU01970,9.6357818182,10.8620727273,10.0706181818,11.6686727273,11.4249454545,14.2380272727,11.0361727273,9.3836,13.2996727273,10.3728363636,9.6054272727
skfH,BSU01980,9.5766363636,10.6243545455,10.0882272727,11.7155090909,11.3356818182,14.2611636364,11.1724727273,9.3173818182,13.0944181818,10.2745090909,9.6152181818
ybdG,BSU01990,8.9233545455,9.4418909091,8.6339727273,9.0359454546,9.4174818182,10.4106727273,9.4133545455,9.5015636364,10.2732181818,9.4463272727,9.0108272727
ybdJ,BSU02000,9.2757545455,9.4974818182,9.2361909091,9.2546090909,9.5141363636,10.3555272727,9.5833181818,9.6938181818,10.3567,9.6319818182,9.3408909091
ybdK,BSU02010,9.5739363636,11.3143,9.7276818182,10.4179454545,10.9971636364,11.4814181818,11.6271454545,9.8937727273,11.2850636364,11.1881454545,9.6492090909
ybzI,BSU02019,11.6398363636,11.3780545455,11.8222545455,11.0813545455,11.6610636364,11.442,11.4841363636,11.4540909091,11.0237909091,11.1698181818,11.3901727273
ybdN,BSU02040,8.0778818182,10.8123363636,9.6237363636,10.6454454545,11.3091727273,12.3349636364,11.7624,9.0377545455,12.0562727273,11.1395727273,8.1427909091
ybdO,BSU02050,9.9095545455,13.2260272727,12.0158454545,12.6660181818,12.6698818182,13.4373272727,12.8815545455,10.0732454545,13.2869818182,13.0556454545,9.9724909091
ybxG,BSU02060,12.1471090909,11.8416636364,11.0472909091,10.7826363636,11.2955545455,10.3169181818,10.7238454545,10.9188363636,11.1289272727,10.9188363636,11.9119545455
csgA,BSU02070,7.7182272727,8.2445090909,8.3121181818,8.5811909091,7.8875363636,11.0292636364,9.2269636364,7.7536636364,9.4964181818,7.5945909091,7.8651636364
ybxH,BSU02080,7.6405181818,7.7589727273,7.5211818182,7.8958090909,7.5163363636,9.3844,8.1226909091,7.5313181818,8.5685545455,7.3319454546,7.4778727273
ybxI,BSU02090,8.7509909091,8.6013545455,8.8195454546,8.3336636364,8.6430363636,8.1071090909,8.1995909091,8.0935909091,8.9160909091,8.6482454546,8.6720272727
cypC,BSU02100,9.4418909091,8.3238181818,11.9363272727,8.3107,8.8672090909,8.529,8.1292363636,7.7847,7.9334909091,9.7044909091,9.2269636364
ybyB,BSU02110,11.9759818182,11.1042818182,15.9386909091,12.2586363636,12.9496454545,12.6515,10.6296818182,8.3745181818,10.6097363636,13.4373272727,12.2134545455
ybeC,BSU02120,14.1276909091,12.4027272727,13.2155727273,12.5340545455,12.2924090909,10.4829909091,11.1395727273,12.5612363636,11.2717181818,12.5791454545,13.7535
glpQ,BSU02130,8.5671636364,8.4591272727,12.0942727273,8.1047090909,9.5608545455,7.8289181818,7.6673636364,12.4612,8.0321181818,13.2374727273,8.5852818182
glpT,BSU02140,8.4684363636,8.1933727273,11.4784909091,7.9471545455,9.3510909091,7.6290727273,7.8354909091,12.4178909091,7.7182272727,12.8347181818,8.5249363636
ybeF,BSU02150,7.8318636364,8.0575727273,8.2012181818,7.9911272727,7.9675363636,8.3719363636,8.1226909091,8.9613272727,8.0106636364,7.9132909091,7.9438090909
ybfA,BSU02160,9.3814545455,9.5626727273,8.8125636364,8.7147545455,9.1688,8.6026636364,9.2557727273,9.5413545455,9.3626,8.9146363636,9.4784454546
ybfB,BSU02170,8.9310090909,8.7528909091,8.6364727273,8.0747818182,8.6680454546,7.6521181818,7.9277272727,9.1273818182,8.2381181818,8.7608,8.8617090909
ybfE,BSU02180,10.6509,10.6902454545,9.5739363636,10.4551272727,9.9421545455,10.1037181818,10.7219090909,11.8222545455,10.6656454545,9.7918454546,10.7334272727
ybfF,BSU02190,11.3570272727,11.3725818182,10.7034636364,11.0229181818,10.8659636364,10.2500454545,11.5349454545,12.5699,11.2332454545,10.7151454545,11.4996909091
ybfG,BSU02200,9.8720454546,9.5205727273,11.3136363636,8.9734181818,10.0350090909,7.7710909091,9.3844,10.9166363636,8.2348272727,9.7464909091,9.9608363636
ybfH,BSU02210,9.3934636364,8.8798636364,8.7069727273,8.3508818182,8.7974636364,7.7935272727,8.3583272727,9.5243727273,8.2585636364,9.1347727273,9.1603545455
ybfI,BSU02220,9.4853636364,9.5027181818,9.4870636364,9.0453909091,8.9378272727,8.3583272727,9.0702636364,9.3919,8.9352,9.3729272727,9.5223181818
purT,BSU02230,12.7144636364,12.0594,11.6737,11.4766636364,12.1086545455,9.6598363636,11.7413272727,11.2543727273,11.5450727273,11.6496636364,12.4657
mpr,BSU02240,11.8396818182,11.7582090909,12.3609090909,12.8563545455,11.3369,14.2938,11.3875454545,9.544,13.0556454545,11.3959272727,11.9376090909
ybfJ,BSU02250,11.7074818182,11.4618727273,12.0364363636,12.5482818182,11.2607545455,13.9428545455,11.2543727273,9.5608545455,12.7926,10.6719545455,11.5349454545
ybfK,BSU02260,11.0177909091,11.6573090909,11.2554181818,11.4904181818,11.3229636364,11.0613545455,11.1634636364,11.3213363636,10.9036818182,12.2201454545,11.0082818182
pssA,BSU02270,11.1270545455,11.3917636364,10.9942818182,10.9927909091,10.9436818182,10.7872636364,10.7732090909,12.6264727273,11.0177909091,11.6151818182,11.0567636364
ybfM,BSU02280,10.9631818182,11.3763181818,10.9235454545,10.9378181818,11.2005363636,10.3581272727,11.1107272727,12.6660181818,11.0502090909,11.5668454545,10.9036818182
psd,BSU02290,10.6975272727,11.0015454545,10.3077636364,10.3781272727,10.8484,9.5243727273,10.8103181818,12.5874909091,10.7669545455,11.5684090909,10.6638636364
ybfN,BSU02300,8.3139454546,8.2217272727,7.4325454546,7.7608181818,8.0412727273,7.3904181818,8.5072272727,9.5641272727,7.7211363636,8.2915727273,8.1840181818
ybfO,BSU02310,8.7069727273,10.3205545455,10.3581272727,9.4218545455,12.0212363636,11.5572181818,12.0212363636,9.5750181818,12.4324454545,12.3102,8.5866363636
ybfP,BSU02320,8.7267727273,9.7563636364,9.5123909091,8.9310090909,10.9742636364,9.3564,11.1932727273,10.0511272727,11.0613545455,10.9554,8.8715909091
ybfQ,BSU02330,11.6587363636,12.2201454545,12.1753727273,11.8714727273,12.5224636364,11.7169181818,12.6100272727,12.9932272727,12.3067363636,12.5834909091,11.9645272727
gltP,BSU02340,8.8346454546,8.7147545455,9.2491818182,8.8346454546,9.2712090909,9.2509,8.8684636364,8.1312818182,9.5337454546,10.1037181818,8.7993636364
gamP,BSU02350,11.0514454545,11.1356090909,11.2099909091,10.6743,11.5550181818,8.5273,10.2292818182,11.5931181818,10.0830363636,10.5751636364,10.9119727273
gamA,BSU02360,10.9107818182,11.2506,11.3286545455,10.6743,11.5234818182,8.7343818182,10.4848181818,11.6721636364,10.3480636364,10.4997727273,10.9871727273
gamR,BSU02370,10.2181181818,10.8157909091,10.1613545455,10.6154272727,10.0465,8.9945,10.5263181818,11.1634636364,10.1308181818,10.0511272727,10.4017909091
ybgB,BSU02380,9.5848363636,9.6277818182,9.1557818182,9.0288636364,9.0766636364,8.2634636364,8.8735090909,10.0815,8.9343,8.8460181818,9.5394454546
ybgE,BSU02390,12.0427272727,11.6587363636,12.1515545455,12.0840363636,11.5997272727,12.4198727273,11.0400818182,9.2742090909,10.9325181818,10.1958545455,11.9902545455
ybgF,BSU02400,12.3756181818,11.3463363636,11.4505090909,10.6867181818,11.2099909091,9.2956090909,10.5825545455,8.8715909091,10.3436181818,8.9908,12.1458545455
ybgG,BSU02410,11.1711454545,10.4504090909,9.9350181818,10.0583181818,9.8437272727,9.1200818182,9.7876181818,9.3160272727,9.9549090909,9.4204545455,11.0604272727
glnT,BSU02420,7.5819363636,7.2891727273,7.2340181818,7.2001909091,7.5012727273,7.0933090909,7.3228909091,7.8578363636,7.2518363636,10.0611818182,7.5988090909
glsA,BSU02430,7.4437090909,7.4135909091,7.1813545455,7.2045909091,7.4185818182,7.1683545455,8.0838727273,7.6448636364,7.2154181818,9.4186181818,7.3971363636
glnK,BSU02440,9.7249909091,9.3225636364,8.8512818182,8.6534818182,9.1386454546,7.6087090909,9.2632,9.9255,8.4372909091,8.8883181818,9.6299454546
glnL,BSU02450,9.7309636364,9.3435909091,8.8816636364,8.4852272727,9.0736818182,7.8393727273,8.8023727273,10.1928818182,8.6798727273,8.8715909091,9.6613545455
ycbC,BSU02460,8.5967,7.9148727273,7.5945909091,7.7239727273,8.0761,7.4071545455,8.4461545455,8.2678545455,7.5248090909,7.8578363636,8.5476181818
ycbD,BSU02470,8.3992363636,7.6822545455,8.0249454546,7.4629818182,7.9537272727,7.3100363636,7.5913454546,8.1498545455,7.4290727273,7.8773636364,8.3596181818
ycbE,BSU02480,8.1588090909,7.4041272727,7.7608181818,7.2503909091,7.8354909091,7.1587272727,7.1821818182,7.8050636364,7.2648090909,7.6651636364,8.0803909091
ycbF,BSU02490,7.9461,7.4405818182,8.213,7.4151636364,8.2664909091,7.4267090909,7.3044454546,7.7265909091,7.3441272727,7.8416363636,7.9526090909
ycbG,BSU02500,9.9120090909,10.1928818182,9.1838363636,9.6839636364,9.7648272727,9.3040454546,9.9383272727,10.6656454545,10.0491272727,9.9095545455,10.1745454545
ycbH,BSU02510,8.3676363636,8.1096181818,8.2634636364,7.9739272727,8.7907727273,7.8736818182,7.8289181818,9.3978909091,7.7991545455,9.1287727273,8.3952272727
ycbJ,BSU02520,9.9509090909,10.9539818182,10.0060909091,10.7813181818,11.1518454545,12.0562727273,11.0848545455,10.9987727273,11.8372454545,12.2308363636,9.9018545455
rtpA,BSU02530,8.9881909091,9.3729272727,9.5357818182,8.2425727273,9.1150636364,8.0050909091,9.2333818182,10.0190727273,8.8306272727,9.5722818182,9.0476636364
ycbK,BSU02540,8.7440272727,8.7608,8.9011454546,7.523,8.7954818182,7.5128636364,8.2736090909,9.6510272727,8.3541363636,9.2017181818,8.6138181818
ycbL,BSU02550,9.6193727273,9.8049181818,9.0167909091,9.1801636364,8.9881909091,8.4357909091,9.2439363636,10.3031181818,9.1632454546,9.1080727273,9.6964272727
ycbM,BSU02560,9.3656181818,9.8398,8.8040727273,9.3994090909,9.3712181818,8.6798727273,9.5413545455,10.5251181818,9.3069363636,9.1859909091,9.8016545455
ycbN,BSU02570,9.7816,9.9120090909,9.0491454546,9.3307181818,9.9383272727,8.6482454546,9.6839636364,10.5230636364,9.3387363636,9.3332272727,9.9058454546
ycbO,BSU02580,9.6772727273,9.7589636364,9.3173818182,9.2017181818,9.6255818182,8.7310545455,9.9608363636,10.2111181818,9.0896727273,9.5370454546,9.697
ycbP,BSU02590,11.3208454545,10.7164545455,13.7919909091,10.4633909091,11.3393545455,11.7043272727,10.5589545455,7.8939272727,10.5251181818,11.3621818182,11.1634636364
cwlJ,BSU02600,8.2607727273,8.4428909091,9.0288636364,10.9760181818,8.1160545455,13.1462090909,8.6596727273,8.6352272727,11.2440636364,8.2295,8.3407272727
ycbR,BSU02610,9.4427909091,9.4749181818,9.0626818182,8.9127272727,8.9734181818,8.8934272727,9.7440363636,9.8574727273,8.6224909091,9.1632454546,9.3968818182
yczK,BSU02619,7.4861363636,7.6573636364,7.4206272727,7.3484636364,7.4437090909,7.5163363636,8.1019454546,7.8268363636,7.1496454546,7.3240909091,7.4703363636
phoD,BSU02620,7.5386454546,7.5435181818,7.3928454546,7.1950363636,7.5826909091,7.2106545455,7.5745454546,7.9256181818,7.2622636364,7.5163363636,7.5510090909
tatAD,BSU02630,7.6936545455,7.7935272727,7.4617363636,7.5313181818,7.5881454546,7.3268090909,8.1140545455,7.9291909091,7.2387454546,7.4718727273,7.4888090909
tatCD,BSU02640,7.6847636364,7.5819363636,7.1923727273,7.4339545455,7.5770090909,7.2602181818,7.7194181818,7.5653272727,7.1447909091,7.5761181818,7.4091909091
